ID,Name,ScreenName,Avatar,Description,Location,FriendsCount,FollowersCount,FavouritesCount,StatusesCount,CreatedAt
568901138,Judd Rosenblatt — d/acc,juddrosenblatt,https://pbs.twimg.com/profile_images/1359057934500597761/ExxLiM61_normal.jpg,Making AI not kill us all with neglected approaches & negative alignment taxes. CEO at @aestudiola (AI consulting co that puts profits into our alignment work),"Venice, CA",1051,1417,15197,915,2012-05-02 15:57:24
3946386135,r-tem 🇺🇦,r__tem,https://pbs.twimg.com/profile_images/1834339684111048704/RR5cl4D2_normal.jpg,"Head of Eng at @OctantApp | Degens & Dragons

ex @BosonProtocol RSK @rootstock_io
KB4🌱@KERNEL0x",Earth,298,374,2125,683,2015-10-13 20:34:02
1572000098917445633,Octant.eth,OctantApp,https://pbs.twimg.com/profile_images/1647279005513424898/E7aQiEty_normal.png,"🟢💚🫶🏽Lock GLM, get ETH rewards, and get matched for donating to public goods. 📌 Epoch 7 - The Climate Round 🚨",,534,7942,23209,7889,2022-09-20 07:10:10
1461739230284156936,dorgo.eth ✝️🇺🇦,dorgo_eth,https://pbs.twimg.com/profile_images/1893659212288249856/5QydxaPS_normal.jpg,"Ukraine, Constitution, $ETH maxi | @berehynianft co-creator",Ukraine ,311,766,18105,6103,2021-11-20 00:53:05
623741630,Janine Leger,JanineLeger,https://pbs.twimg.com/profile_images/1486850554810798082/91gElLQX_normal.jpg,"Founder @joinedgecity and Zuzalu, Emergent Ventures grantee, previously @gitcoin PGF, Social innovation #1 hobby, grounded in fun & adventure","Austin, TX",1386,2457,4034,1352,2012-07-01 21:24:31
1891520681776713728,privacypools,0xprivacypools,https://pbs.twimg.com/profile_images/1891544803948609536/PLfM6Ce-_normal.jpg,Privacy Pools by 0xbow is a compliant way to anonymously transact on Ethereum. @0xbowio blocks illicit actors to ensure pool integrity.,,2,784,48,43,2025-02-18 00:10:54
1469573165571530756,Toni Wahrstätter ⟠,nero_eth,https://pbs.twimg.com/profile_images/1858347774129094657/xUc7IS2K_normal.jpg,"Research at Ethereum Foundation | https://t.co/HJkfzUbs0A

https://t.co/ut8WcgWHQV",,589,7022,4400,1661,2021-12-11 15:42:15
2329730512,Tomasz K. Stańczak,tkstanczak,https://pbs.twimg.com/profile_images/1085263128521293827/yA7Jc_5u_normal.jpg,"@nethermindeth, #Flashbots ⚡🤖, @OilerNetwork 🛢, Twinstake 👬🥞, @FortaNetwork Council, #Starknet Foundation",,1350,14647,5992,3237,2014-02-07 16:36:29
1007641141020225537,ml_sudo,ml_sudo,https://pbs.twimg.com/profile_images/1882204411067531264/Zej9ZyEP_normal.jpg,❤️freedom privacy security robots consciousnes @explainagain | EF Silviculture Board @electriccoinco | gov @synthetix_io @Anchorage private equity | @wharton’07,In the ether,2196,2503,6194,2716,2018-06-15 23:09:03
822417605810147328,matrianarcute,Fatalmeh,https://pbs.twimg.com/profile_images/1897708203703410688/hHTYf6IR_normal.jpg,"the hair in the lawyers' soup 🥣

cute/acc 👾",🫵're cute,2248,4584,11855,12450,2017-01-20 20:16:51
106234268,Matthew Green is on BlueSky,matthew_d_green,https://pbs.twimg.com/profile_images/1876672891107868672/MheNrACO_normal.jpg,I teach cryptography at Johns Hopkins. Mostly on BlueSky these days at https://t.co/GI4QlxZr2S.,"Baltimore, MD",1069,150138,49233,85197,2010-01-19 06:45:09
3094222966,Julian Zawistowski,julianzawist,https://pbs.twimg.com/profile_images/1896322539787345920/2Y3CF5lg_normal.jpg,"Execution @GolemFoundation, focus on @OctantApp. Founder of @golemproject. Long time ago @ibs_warsaw.","Warsaw, Poland",389,7005,3584,1259,2015-03-18 19:15:16
113203570,sudo rm -rf --no-preserve-root /,pcaversaccio,https://pbs.twimg.com/profile_images/1734666604049289216/7ezXxfGv_normal.jpg,"𝐖𝐨𝐫𝐤𝐢𝐧𝐠 𝐨𝐧 𝐰𝐡𝐚𝐭'𝐬 𝐧𝐞𝐱𝐭.
ꟼGꟼ: 063E 966C 93AB 4356 492F E032 7C3B 4B4B 7725 111F",w021d,333,24964,62724,24238,2010-02-11 09:40:28
64367856,mashbean｜豆泥｜ドゥに｜도니,mashbean,https://pbs.twimg.com/profile_images/1589255439262560256/fBwswQrY_normal.jpg,"ex-medical doctor, anti-hegemony, serves as a decentralized architect in the Ministry of Digital Affairs, Taiwan, making DID staff and columnist of digital art.",Taiwan,924,2613,7769,1954,2009-08-10 17:32:09
112390606,Guo Yu,1dot2,https://pbs.twimg.com/profile_images/1480377063575937026/Twu6uY8A_normal.jpg,"Crypto Maximalist, EVM/cryptography/system/reading/fun, Proud Founder of @SECBIT_IO","Suzhou, China",1671,2138,3552,1502,2010-02-08 17:45:16
571214857,mrs kzg.eth,kassandraETH,https://pbs.twimg.com/profile_images/1903705662426648576/13vLQpPw_normal.jpg,married to a certain polynomial commitment scheme,,2512,4022,69674,12418,2012-05-05 06:36:09
449325721,Davide Crapis,DavideCrapis,https://pbs.twimg.com/profile_images/1905333437621567488/jIOzcEQw_normal.jpg,"Ethereum researcher, co-founder @pinai_io.",,689,20856,5861,2339,2011-12-29 08:37:48
1346134852685484032,Francesco,fradamt,https://pbs.twimg.com/profile_images/1459852719783657484/8S8aKURW_normal.jpg,"@ethereum researcher, dealing with wacky protocols with weird acronyms","Berlin, Germany",983,3581,2656,1255,2021-01-05 00:42:27
68538286,Dan Hendrycks,DanHendrycks,https://pbs.twimg.com/profile_images/1884117842699902978/EklOGf5d_normal.jpg,"• Center for AI Safety Director
• xAI and Scale AI advisor
• GELU/MMLU/MATH/HLE
• PhD in AI from UC Berkeley
https://t.co/rgXHAnYAsQ
https://t.co/nPSyQMaY9b",San Francisco,99,38740,1632,1254,2009-08-25 07:08:53
1276213805580681219,MilliΞ,llamaonthebrink,https://pbs.twimg.com/profile_images/1906147010282999808/iP88cc_R_normal.jpg,Hypeman @Truemarketsorg,onchain,3577,13913,73301,25065,2020-06-26 02:01:07
15446531,Matthew Yglesias,mattyglesias,https://pbs.twimg.com/profile_images/1812942304828620800/LJF0ucoS_normal.jpg,"Slow Boring, cohosting https://t.co/wxUj3JFSFf, Bloomberg columnist","Washington, DC",2135,542447,39259,44765,2008-07-16 05:44:28
1427859040671911939,storm,notnotstorm,https://pbs.twimg.com/profile_images/1741920278563995648/i_yYP39u_normal.png,"data at @paradigm

https://t.co/zmTzF0huan",,1719,10551,11583,2918,2021-08-18 13:05:10
864007722,James Fickel 🪷,jamesfickel,https://pbs.twimg.com/profile_images/1679899108784365568/8QqAAhPz_normal.jpg,,,342,4880,2346,69,2012-10-06 10:34:14
1637387340665561090,Louis Arge,louisvarge,https://pbs.twimg.com/profile_images/1803299447448719360/GsRjUcZm_normal.jpg,wireheading enthusiast,"Próspera, Honduras",1918,3410,41326,7403,2023-03-19 17:35:47
1830340867737178112,Shaw (wartime arc),shawmakesmagic,https://pbs.twimg.com/profile_images/1905076250236100608/ps0lI464_normal.jpg,"Founder @ Eliza Labs

Creator of elizaOS: https://t.co/VcPditfp4c

Head down building. If you need something, email inquiries@elizalabs.ai","San Francisco, CA",1112,151043,2478,885,2024-09-02 04:24:15
1454188871642718211,c-node (optimistic),colludingnode,https://pbs.twimg.com/profile_images/1894431286598541312/Q5toQSCN_normal.jpg,zkRollups & abundance mindset @Celestia | opinions are my own,rsmt2d,3015,7368,62133,23035,2021-10-30 04:50:26
1429011571833937921,suzuha ⚡️🌙,dystopiabreaker,https://pbs.twimg.com/profile_images/1792738181030526976/96TRpNcb_normal.jpg,"vector space mapping, cryptography, ai research",sf/la,1743,49677,25692,26272,2021-08-21 17:25:04
1012848315744993280,Ross Ulbricht,RealRossU,https://pbs.twimg.com/profile_images/1890148866583846912/3L9RhpqW_normal.jpg,"Sentenced to die in prison. Pardoned by President Trump after spending 4,130 days (11+ years) in max security. Freedom is sweet!",,0,512659,1,493,2018-06-30 08:00:31
348250505,stokes,ralexstokes,https://pbs.twimg.com/profile_images/1688771944328593408/DlnCvS1Y_normal.jpg,"ethereum,

research purposes only.","perceive, think, act.",1440,7843,4097,6127,2011-08-04 11:34:43
1008492120125030400,Kelsey Piper,KelseyTuoc,https://pbs.twimg.com/profile_images/1279237921321578496/Pn0cT9BD_normal.jpg,"Senior writer at Vox's Future Perfect. We're not doomed, we just have a big to-do list.","Oakland, CA",704,39537,32614,8730,2018-06-18 07:30:33
1587816802264006657,Ole Lehmann,itsolelehmann,https://pbs.twimg.com/profile_images/1633697720291704832/GBmxTCa6_normal.jpg,"I build magic internet money businesses and share what I learn. eu/acc supporter, vibe maxi, techno optimist",Join 45k+ newsletter readers,1770,117649,42943,16183,2022-11-02 22:40:13
1458979594183266333,Holly ⏸️ Elmore,ilex_ulmus,https://pbs.twimg.com/profile_images/1892095338640756736/m4GgThMG_normal.jpg,"Dedicated to the protection and thriving of sentient beings. PhD in evo bio.🔸

Executive Director of @PauseAIUS. Opinions not necessarily those of the org.",,492,5867,41223,22560,2021-11-12 10:07:39
1179489670461296645,Gabriel,Gabe_cc,https://pbs.twimg.com/profile_images/1434455997842591745/yJaV4QWI_normal.jpg,Open to DMs!,,81,1285,197,220,2019-10-03 04:13:59
1088245096431190018,chaskin.eth,jchaskin22,https://pbs.twimg.com/profile_images/1902119181405057024/EDV4zfaS_normal.jpg,"ethereum foundation | opinions are my own but more than likely they come from Vitalik's blog 
https://t.co/KRVIbacRGZ",,2300,3022,13803,3021,2019-01-24 09:20:24
1300736402028544000,toadie,ethersphoenix,https://pbs.twimg.com/profile_images/1852958072479903745/f3PSRYdS_normal.jpg,,,1102,477,48729,4540,2020-09-01 18:05:13
1462588520195780611,Ethereum Daily,Rue1776,https://pbs.twimg.com/profile_images/1883537783480020992/HrV02DPS_normal.jpg,"Your Daily Shot of Ethereum News 🗞️

Perma-bull of God, Ethereum, hard work, and forgiveness",,1529,3003,116773,3752,2021-11-22 09:08:11
1831074036819828736,Kevin Lick,KV_Lick,https://pbs.twimg.com/profile_images/1839244314548854784/kU28UI32_normal.jpg,"Former political prisoner in Russia, sharing my journey, insights, and hopes for a better future/Бывший пзк; делюсь своими мыслями и надеждами на лучшее будущее",Germany,290,2708,1660,406,2024-09-04 04:57:41
801246530946502656,Queenie Wu,isqueeniee,https://pbs.twimg.com/profile_images/1590462372807835649/rim1Bjs7_normal.jpg,Head of Investment @imTokenOfficial | Host: SNARK CHOCOLATE Podcast with @Ingo_zk 🎧 https://t.co/UmhzhPhDhR,Singapore,1123,1639,549,164,2016-11-23 10:10:34
1879590539890475008,Etherealize,Etherealize_io,https://pbs.twimg.com/profile_images/1879591238438920192/IX7oGQkH_normal.jpg,"All roads flow through ETH. We are an institutional product, BD, and marketing arm for the Ethereum ecosystem.","Manhattan, NY",22,23176,249,61,2025-01-16 02:04:50
1496567813737091075,vectorized.eth,optimizoor,https://pbs.twimg.com/profile_images/1881782122840838144/vFAGZqpj_normal.jpg,✯ https://t.co/1tzvfSxKXq ⟠ @soundxyz_ ⊛ @asterixlabs,EVM,10112,33079,208422,17949,2022-02-24 03:29:29
3439398154,tim-clancy.eth,_Enoch,https://pbs.twimg.com/profile_images/1881752366321471488/FKH5KEUR_normal.jpg,"Avenging spirit of the exit window; garden layer; @Sigil_L2 a rollup I would use.

🦇🔊🌎🖥️🕯️",live free or die,617,4942,31119,5700,2015-08-26 00:37:07
1327336243026223104,♡ Charlotte Fang 🪲 Crown Prince ❀ LOVE HEALS 💞,CharlotteFang77,https://pbs.twimg.com/profile_images/1878556912515686400/aaItIByd_normal.png,恋人 ♡ ♡ ♡ 叛乱 ♱ 1999 ♱ HeavenRebellion ♱ ♱ 金光 Dissidents ♡ Remilia One Thousand Forever ♱ ♱ Mogul @RemiliaCorp333 @MiladyCult @MiladyMaker333 ♡ #𝔅ℜ𝔊 ♡ +4 std IQ,省 省,3325,54044,62931,30903,2020-11-14 03:43:31
28078772,dnkta.eth,dnkta,https://pbs.twimg.com/profile_images/1880767767747461120/qDZtPm92_normal.jpg,"Solarpunk by day, Lunarpunk at night  🕊",Ethereum,5601,2420,41892,14620,2009-04-01 17:37:41
1080892475051569152,ℵᵥ,alpeh_v,https://pbs.twimg.com/profile_images/1889947846905868288/FnOEwkib_normal.jpg,normal girl having fun on the internet,(she/her),677,9660,41445,7916,2019-01-04 02:23:42
4877475599,Salamander Guy 🇺🇦,TSSalamander,https://pbs.twimg.com/profile_images/1445461806395183112/3Jv4Z_JQ_normal.jpg,"Liberal Socialist Open Borders Progressive Atheist, interested in many things

In love with the most wonderful girl in the world: @androme_duh",He/Him but use what you like.,201,340,173399,28474,2016-02-05 16:40:10
1272631485078687750,Milojko Spajić,MickeySpajic,https://pbs.twimg.com/profile_images/1651864285620862976/c55NL7mW_normal.jpg,Predsjednik Vlade Crne Gore 🇲🇪 Prime Minister of Montenegro ⁣⁣⁣🇲🇪 ⁣⁣⁣Predsjednik @pokretevropasad,Montenegro,173,27543,5433,3012,2020-06-16 04:46:17
1427562727640207363,Abundance Liberalism 🇺🇸🇺🇦,AltHistoryFan,https://pbs.twimg.com/profile_images/1839659278916870144/23KEzYZN_normal.jpg,"Agnostic, Independent, Fuck Trump, MAGA and Elon. They are traitors. Pro death penalty, tough on crime, Zealous Ukraine supporter. Fuck Biden.",Arizona ,301,528,22409,39864,2021-08-17 17:27:58
62255606,Soham Sankaran,sohamsankaran,https://pbs.twimg.com/profile_images/699057741344722945/chMmaVhw_normal.jpg,"I run @PopVaxIndia (https://t.co/tf4JsyIwtQ). We develop mRNA vaccines via computational protein design, including a broadly-protective COVID-19 vax to preempt new variants.",Hyderabad / Mumbai,4226,1899,14698,6625,2009-08-02 20:58:16
4886662988,สวนสัตว์เปิดเขาเขียว Khao Kheow Open Zoo,KhaokheowZoo,https://pbs.twimg.com/profile_images/1795299672476807168/V56Yuj7__normal.jpg,เป็นสถานที่อนุรักษ์สัตว์ป่า เป็นสถานที่ศึกษาวิจัยและเก็บบันทึกข้อมูลธรรมชาติ เพื่ออนาคต เป็นสถานที่ศึกษาเรียนรู้ตลอดชีวิต เป็นสถานที่พักผ่อนสำหรับครอบครัว,"235 หมู่ 7 จ.ชลบุรี, ประเทศไทย",12,137329,5564,3302,2016-02-10 14:21:10
33620515,Demian Reidel,dreidel1,https://pbs.twimg.com/profile_images/1882850031050297344/akLGBRoR_normal.jpg,Jefe del Consejo de Asesores del Presidente de Argentina /// Presidente del Consejo Nuclear Argentino,Argentina,1611,50763,3615,2270,2009-04-21 02:59:32
85225861,Richard Ngo,RichardMCNgo,https://pbs.twimg.com/profile_images/1767420324487090176/EofNUGW2_normal.jpg,"studying AI and trust. ex @openai/@googledeepmind, now thinking in public.","San Francisco, CA",1668,55044,52699,10065,2009-10-26 11:10:43
21306324,Packy McCormick,packyM,https://pbs.twimg.com/profile_images/1674112444535324674/k6dYglK9_normal.jpg,Not Boring,New York,3388,206490,144411,41552,2009-02-19 23:15:49
2885493519,Dmytro Kuleba,DmytroKuleba,https://pbs.twimg.com/profile_images/1589329247235182592/jXOx7Fvz_normal.jpg,Talks - contact https://t.co/AHuQ35N5qP,Київ,112,1168168,2450,8532,2014-11-20 19:38:47
1209960539390201864,Dwarkesh Patel,dwarkesh_sp,https://pbs.twimg.com/profile_images/1516990544165150721/gkmNmTig_normal.jpg,"Host of Dwarkesh Podcast

https://t.co/3SXlu7f0hf
https://t.co/rEhnfYxZ8q
https://t.co/hQfIWdLu4P",San Francisco ,821,105071,42894,5060,2019-12-26 06:14:46
1022920763865812992,Nicholas Decker 🏳️‍🌈🌐🇺🇦,captgouda24,https://pbs.twimg.com/profile_images/1744512309077180416/nR2eSzuX_normal.jpg,"GMU econ PhD student, liberal, aspie. I post interesting papers. Michael Kremer stan. I ❤️ optimal auction design. Spend more on drugs. Open borders now!",George Mason University,2703,6743,14899,32967,2018-07-28 03:04:49
1722806024,WarTranslated,wartranslated,https://pbs.twimg.com/profile_images/1857400368084254720/42OLmPS5_normal.jpg,🇪🇪 Estonian-born blogger | https://t.co/olceNoeCxI | https://t.co/JckIQOdLob,"London, England",921,655428,11164,22139,2013-09-03 00:22:42
27397922,David Pearce,webmasterdave,https://pbs.twimg.com/profile_images/466094037498200064/Cnp4Qh9h_normal.jpeg,I am interested in the use of biotechnology to abolish suffering throughout the living world: https://t.co/XKNOcuG8IS,Brighton UK,116196,116083,41214,18998,2009-03-29 15:53:44
1567847595162091522,Jiankui He,Jiankui_He,https://pbs.twimg.com/profile_images/1832081770487115776/UCUf8wdC_normal.jpg,"Gene Editing Pioneer.
Ph.D, Rice University, Texas.
3 years in prison.
Time magazine's 100 Most Influential People of 2019","Beijing, China",2,101538,64,302,2022-09-08 20:09:56
1596106431081725953,Oleksandr Kurbatov 🇺🇦,olkurbatov,https://pbs.twimg.com/profile_images/1679824802746441729/YQOy77ri_normal.jpg,"Cryptography and research at @distributedlab 

Ecosystem contributor to @rarimo_protocol 

olkurbatov.eth",Kyiv,439,630,2525,219,2022-11-25 19:40:08
214881821,hagaetc.eth,hagaetc,https://pbs.twimg.com/profile_images/1169508977421557760/GNezPK-9_normal.jpg,"Co-founder & CEO @dune. Down with music, books, crypto, startups, tech, running, outdoors, freestyle skiing, great design in any form factor, coffee, wine etc.",Dune,941,31087,15274,5422,2010-11-12 21:22:25
588402819,Alexander Urbelis,aurbelis,https://pbs.twimg.com/profile_images/1294109829888434177/gGF7SJkY_normal.jpg,urbelis.eth | General Counsel / CISO @ ENS Labs | Former NFL CISO | Co-host @HackerRadioShow | Law Prof at King’s College (London),6695 A34D 217C 4F21 57D6 6FB5,642,2055,962,1240,2012-05-23 22:19:06
2771254832,gphummer.eth 🦇🔊,gphummer,https://pbs.twimg.com/profile_images/1656358018991403013/ODcURfey_normal.jpg,"Disintermediate the Leviathan

@etherealize_io","San Francisco, CA",1204,6741,44660,1707,2014-08-27 05:09:44
1630710109713354753,EIP Fun,EIPFun,https://pbs.twimg.com/profile_images/1656616144835575810/ka2sEAnc_normal.jpg,"Ethereum standards education & research | Serve Ethereum builders. Supported by @EthPanda_org, co-initiated @LXDAO_Official @PlanckerDAO. TG: https://t.co/0xrLbMYL1f",,755,1855,1305,1139,2023-03-01 07:22:57
780993961,🎵 Tim Blais 👨🏻‍🔬,acapellascience,https://pbs.twimg.com/profile_images/1317372539832848384/_3CT2LEW_normal.jpg,A Capella Scientist,,851,12560,7089,13237,2012-08-26 04:01:10
521540994,oskarth,oskarth,https://pbs.twimg.com/profile_images/1700795806939492352/m0eFZTXn_normal.jpg,"freedom maxi | global zkman | https://t.co/DoUTxuarw2 | created @vacp2p, @waku_org and @zkmopro | 英文中文都可以",cyberspace,615,4153,12411,4167,2012-03-12 02:17:52
1598294614967984129,cheeky-gorilla.eth,cheekygorilla0x,https://pbs.twimg.com/profile_images/1598294848477487105/I_W2Mfj8_normal.jpg,ops @ProtocolGuild ⛓️🛡️,,507,946,1647,165,2022-12-01 20:35:48
1680096747316723712,ShanhaiWoo 山海坞,shanhaiwoo,https://pbs.twimg.com/profile_images/1809227518131724288/Ek8N_wYq_normal.jpg,An ideal place constructed by each member with their most romantic desire for what the community ought to be. 共建最浪漫愿景的理想之地。,ShanhaiWoo,86,765,213,246,2023-07-15 14:08:19
1658531764296376322,the-mu,themu_xyz,https://pbs.twimg.com/profile_images/1696163087655550977/MjD24JU2_normal.jpg,Connecting minds to learn and build practical solutions for real-world problems.,Worldwide,95,2750,2402,1178,2023-05-17 01:56:11
3065005619,Free Russia Foundation 4freerussia.org,4freerussia_org,https://pbs.twimg.com/profile_images/1859038011154907136/6XraSP12_normal.jpg,"Empowering and coordinating global efforts for democracy in Russia

International advocacy and justice | Think Tank | Community support","Washington, DC",2168,12336,1792,7743,2015-03-01 07:25:30
528692831,sun,sunbh_eth,https://pbs.twimg.com/profile_images/1665890242606559237/oWNXeZpx_normal.jpg,"be bold and no bullshit. @web25_world 🫡 , @themu_xyz and @crecimientoar .",in bed 🛌,2110,1469,3686,1235,2012-03-19 01:31:53
1634677972979310594,Fede’s intern 🥊,fede_intern,https://pbs.twimg.com/profile_images/1889611165921132544/JuZ2PAuf_normal.jpg,"make it panic. talk is cheap. Working in Rogue at @class_lambda, @fuzzinglabs, @PolFinance_ and @alignedlayer. I am working mostly on ZK and Ethereum infra.","Buenos Aires, Argentina",3234,48199,43042,18893,2023-03-12 06:10:13
